dataset,model,metric,metric_display,mean,std,n,cell,source_file
Sleep-EDF,SalientSleepNet,accuracy,Accuracy,0.7742178878556846,0.0800999638867011,20,0.7742 ± 0.0801,./results/salientsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,MMCNN,accuracy,Accuracy,0.7829447976356168,0.06934000918431076,20,0.7829 ± 0.0693,./results/mmcnn_SleepEDF_seed2025.pkl
Sleep-EDF,BiM-TTA,accuracy,Accuracy,0.7783685932243956,0.051392541046466816,20,0.7784 ± 0.0514,./results/bimtta_SleepEDF_seed2025.pkl
Sleep-EDF,MOMENT-linear,accuracy,Accuracy,0.7846996156937747,0.07526437429342198,20,0.7847 ± 0.0753,./results_moment_internal_parallel/SleepEDF/linear/moment_linear_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-full,accuracy,Accuracy,0.8229724153855524,0.07598526520371209,20,0.8230 ± 0.0760,./results_moment_internal_parallel/SleepEDF/full/moment_full_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-LoRA,accuracy,Accuracy,0.8130682306625484,0.06910682570266943,20,0.8131 ± 0.0691,./results_moment_internal_parallel/SleepEDF/lora/moment_lora_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-linear,average_precision,Avg Prec,0.5063057064052431,0.05428584800635551,20,0.5063 ± 0.0543,./results_moment_internal_parallel/SleepEDF/linear/moment_linear_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-full,average_precision,Avg Prec,0.5681165959611311,0.05744216615356037,20,0.5681 ± 0.0574,./results_moment_internal_parallel/SleepEDF/full/moment_full_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-LoRA,average_precision,Avg Prec,0.5609808938212276,0.057775891334233144,20,0.5610 ± 0.0578,./results_moment_internal_parallel/SleepEDF/lora/moment_lora_SleepEDF_merged.pkl
Sleep-EDF,EEGNet,balanced_accuracy,Balanced Accuracy,0.6108623724886149,0.06103514371236966,20,0.6109 ± 0.0610,./results/eegnet_SleepEDF_seed2025.pkl
Sleep-EDF,GraphSleepNet,balanced_accuracy,Balanced Accuracy,0.5596965892731893,0.05399145430568894,20,0.5597 ± 0.0540,./results/graphsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,SalientSleepNet,balanced_accuracy,Balanced Accuracy,0.5825110762002675,0.0593516586985418,20,0.5825 ± 0.0594,./results/salientsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,MMCNN,balanced_accuracy,Balanced Accuracy,0.6376062291987468,0.057899664798745594,20,0.6376 ± 0.0579,./results/mmcnn_SleepEDF_seed2025.pkl
Sleep-EDF,BiM-TTA,balanced_accuracy,Balanced Accuracy,0.545181222174699,0.06458952511450987,20,0.5452 ± 0.0646,./results/bimtta_SleepEDF_seed2025.pkl
Sleep-EDF,MOMENT-linear,balanced_accuracy,Balanced Accuracy,0.4818727150939136,0.02990482703454641,20,0.4819 ± 0.0299,./results_moment_internal_parallel/SleepEDF/linear/moment_linear_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-full,balanced_accuracy,Balanced Accuracy,0.5425944873651745,0.04169788615679256,20,0.5426 ± 0.0417,./results_moment_internal_parallel/SleepEDF/full/moment_full_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-LoRA,balanced_accuracy,Balanced Accuracy,0.5406223122218804,0.04523854490299317,20,0.5406 ± 0.0452,./results_moment_internal_parallel/SleepEDF/lora/moment_lora_SleepEDF_merged.pkl
Sleep-EDF,EEGNet,f1_macro,F1 Score (Macro),0.5080677386175143,0.06555496796991722,20,0.5081 ± 0.0656,./results/eegnet_SleepEDF_seed2025.pkl
Sleep-EDF,GraphSleepNet,f1_macro,F1 Score (Macro),0.4792064412172133,0.056690681665339054,20,0.4792 ± 0.0567,./results/graphsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,SalientSleepNet,f1_macro,F1 Score (Macro),0.5171100878909725,0.06587328935643348,20,0.5171 ± 0.0659,./results/salientsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,MMCNN,f1_macro,F1 Score (Macro),0.5527824586394985,0.05481774409829366,20,0.5528 ± 0.0548,./results/mmcnn_SleepEDF_seed2025.pkl
Sleep-EDF,BiM-TTA,f1_macro,F1 Score (Macro),0.5053549695704367,0.049830366566454336,20,0.5054 ± 0.0498,./results/bimtta_SleepEDF_seed2025.pkl
Sleep-EDF,MOMENT-linear,f1_macro,F1 Score (Macro),0.4421175576984912,0.04917138852408231,20,0.4421 ± 0.0492,./results_moment_internal_parallel/SleepEDF/linear/moment_linear_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-full,f1_macro,F1 Score (Macro),0.5189552104170263,0.05492866934370429,20,0.5190 ± 0.0549,./results_moment_internal_parallel/SleepEDF/full/moment_full_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-LoRA,f1_macro,F1 Score (Macro),0.5041136014575555,0.05626416344023835,20,0.5041 ± 0.0563,./results_moment_internal_parallel/SleepEDF/lora/moment_lora_SleepEDF_merged.pkl
Sleep-EDF,EEGNet,precision_macro,Precision (Macro),0.5240020703241901,0.05316957741667758,20,0.5240 ± 0.0532,./results/eegnet_SleepEDF_seed2025.pkl
Sleep-EDF,GraphSleepNet,precision_macro,Precision (Macro),0.5005558447980664,0.049355682519784956,20,0.5006 ± 0.0494,./results/graphsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,SalientSleepNet,precision_macro,Precision (Macro),0.5218631811975281,0.06096543375439837,20,0.5219 ± 0.0610,./results/salientsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,MMCNN,precision_macro,Precision (Macro),0.5613146465141692,0.05057110447871796,20,0.5613 ± 0.0506,./results/mmcnn_SleepEDF_seed2025.pkl
Sleep-EDF,BiM-TTA,precision_macro,Precision (Macro),0.5441839907046635,0.04142881428505896,20,0.5442 ± 0.0414,./results/bimtta_SleepEDF_seed2025.pkl
Sleep-EDF,MOMENT-linear,precision_macro,Precision (Macro),0.4582636380520989,0.05991877574113406,20,0.4583 ± 0.0599,./results_moment_internal_parallel/SleepEDF/linear/moment_linear_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-full,precision_macro,Precision (Macro),0.5428202412954997,0.07463908238157146,20,0.5428 ± 0.0746,./results_moment_internal_parallel/SleepEDF/full/moment_full_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-LoRA,precision_macro,Precision (Macro),0.5171208191293599,0.07642449656962624,20,0.5171 ± 0.0764,./results_moment_internal_parallel/SleepEDF/lora/moment_lora_SleepEDF_merged.pkl
Sleep-EDF,EEGNet,recall_macro,Recall (Macro),0.6108623724886149,0.06103514371236966,20,0.6109 ± 0.0610,./results/eegnet_SleepEDF_seed2025.pkl
Sleep-EDF,GraphSleepNet,recall_macro,Recall (Macro),0.5596965892731893,0.05399145430568894,20,0.5597 ± 0.0540,./results/graphsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,SalientSleepNet,recall_macro,Recall (Macro),0.5825110762002675,0.0593516586985418,20,0.5825 ± 0.0594,./results/salientsleepnet_SleepEDF_seed2025.pkl
Sleep-EDF,MMCNN,recall_macro,Recall (Macro),0.6376062291987468,0.057899664798745594,20,0.6376 ± 0.0579,./results/mmcnn_SleepEDF_seed2025.pkl
Sleep-EDF,BiM-TTA,recall_macro,Recall (Macro),0.545181222174699,0.06458952511450987,20,0.5452 ± 0.0646,./results/bimtta_SleepEDF_seed2025.pkl
Sleep-EDF,MOMENT-linear,recall_macro,Recall (Macro),0.4818727150939136,0.02990482703454641,20,0.4819 ± 0.0299,./results_moment_internal_parallel/SleepEDF/linear/moment_linear_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-full,recall_macro,Recall (Macro),0.5425944873651745,0.04169788615679256,20,0.5426 ± 0.0417,./results_moment_internal_parallel/SleepEDF/full/moment_full_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-LoRA,recall_macro,Recall (Macro),0.5406223122218804,0.04523854490299317,20,0.5406 ± 0.0452,./results_moment_internal_parallel/SleepEDF/lora/moment_lora_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-linear,roc_auc,ROC AUC,0.8945641512460997,0.04710134566464382,20,0.8946 ± 0.0471,./results_moment_internal_parallel/SleepEDF/linear/moment_linear_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-full,roc_auc,ROC AUC,0.9248251555655547,0.04630573538287069,20,0.9248 ± 0.0463,./results_moment_internal_parallel/SleepEDF/full/moment_full_SleepEDF_merged.pkl
Sleep-EDF,MOMENT-LoRA,roc_auc,ROC AUC,0.9193235827529923,0.048195609303967955,20,0.9193 ± 0.0482,./results_moment_internal_parallel/SleepEDF/lora/moment_lora_SleepEDF_merged.pkl
REFED,EEGNet,accuracy,Accuracy,0.3361599836333879,0.09468139865679988,32,0.3362 ± 0.0947,./results/eegnet_REFED_seed2025.pkl
REFED,GraphSleepNet,accuracy,Accuracy,0.6117635024549918,0.11385396211525718,32,0.6118 ± 0.1139,./results/graphsleepnet_REFED_seed2025.pkl
REFED,SalientSleepNet,accuracy,Accuracy,0.32895867430441894,0.20363943754519873,32,0.3290 ± 0.2036,./results/salientsleepnet_REFED_seed2025.pkl
REFED,MMCNN,accuracy,Accuracy,0.5474018003273322,0.10265765623299584,32,0.5474 ± 0.1027,./results/mmcnn_REFED_seed2025.pkl
REFED,BiM-TTA,accuracy,Accuracy,0.6359656301145663,0.10308837588573655,32,0.6360 ± 0.1031,./results/bimtta_REFED_seed2025.pkl
REFED,MOMENT-linear,accuracy,Accuracy,0.7599018003273322,0.05613783741112138,32,0.7599 ± 0.0561,./results_moment_internal_parallel/REFED/linear/moment_linear_REFED_merged.pkl
REFED,MOMENT-full,accuracy,Accuracy,0.7448752045826514,0.05850502184110065,32,0.7449 ± 0.0585,./results_moment_internal_parallel/REFED/full/moment_full_REFED_merged.pkl
REFED,MOMENT-LoRA,accuracy,Accuracy,0.7557078559738134,0.05676197554858171,32,0.7557 ± 0.0568,./results_moment_internal_parallel/REFED/lora/moment_lora_REFED_merged.pkl
REFED,EEGNet,average_precision,Avg Prec,0.781829765299698,0.04978570685521166,32,0.7818 ± 0.0498,./results/eegnet_REFED_seed2025.pkl
REFED,GraphSleepNet,average_precision,Avg Prec,0.7701935826662795,0.050613594456312715,32,0.7702 ± 0.0506,./results/graphsleepnet_REFED_seed2025.pkl
REFED,SalientSleepNet,average_precision,Avg Prec,0.7626978579463518,0.052435793309638476,32,0.7627 ± 0.0524,./results/salientsleepnet_REFED_seed2025.pkl
REFED,MMCNN,average_precision,Avg Prec,0.8017502442455384,0.0539587292554189,32,0.8018 ± 0.0540,./results/mmcnn_REFED_seed2025.pkl
REFED,BiM-TTA,average_precision,Avg Prec,0.7916880003019768,0.04968599789390943,32,0.7917 ± 0.0497,./results/bimtta_REFED_seed2025.pkl
REFED,MOMENT-linear,average_precision,Avg Prec,0.7717117523891831,0.05823173997883122,32,0.7717 ± 0.0582,./results_moment_internal_parallel/REFED/linear/moment_linear_REFED_merged.pkl
REFED,MOMENT-full,average_precision,Avg Prec,0.7755235584214204,0.059013267475045664,32,0.7755 ± 0.0590,./results_moment_internal_parallel/REFED/full/moment_full_REFED_merged.pkl
REFED,MOMENT-LoRA,average_precision,Avg Prec,0.7793359717750389,0.060597355826308506,32,0.7793 ± 0.0606,./results_moment_internal_parallel/REFED/lora/moment_lora_REFED_merged.pkl
REFED,EEGNet,balanced_accuracy,Balanced Accuracy,0.5146450960986271,0.015622062164731214,32,0.5146 ± 0.0156,./results/eegnet_REFED_seed2025.pkl
REFED,GraphSleepNet,balanced_accuracy,Balanced Accuracy,0.5115411634265079,0.030075618756920275,32,0.5115 ± 0.0301,./results/graphsleepnet_REFED_seed2025.pkl
REFED,SalientSleepNet,balanced_accuracy,Balanced Accuracy,0.49990411651581035,0.0007707014821378428,32,0.4999 ± 0.0008,./results/salientsleepnet_REFED_seed2025.pkl
REFED,MMCNN,balanced_accuracy,Balanced Accuracy,0.542425782318932,0.02918384326573339,32,0.5424 ± 0.0292,./results/mmcnn_REFED_seed2025.pkl
REFED,BiM-TTA,balanced_accuracy,Balanced Accuracy,0.5098486597584609,0.024598958783264326,32,0.5098 ± 0.0246,./results/bimtta_REFED_seed2025.pkl
REFED,MOMENT-linear,balanced_accuracy,Balanced Accuracy,0.5002682030569905,0.0017817186920789608,32,0.5003 ± 0.0018,./results_moment_internal_parallel/REFED/linear/moment_linear_REFED_merged.pkl
REFED,MOMENT-full,balanced_accuracy,Balanced Accuracy,0.49993182336072717,0.006341160821001748,32,0.4999 ± 0.0063,./results_moment_internal_parallel/REFED/full/moment_full_REFED_merged.pkl
REFED,MOMENT-LoRA,balanced_accuracy,Balanced Accuracy,0.5000303068407146,0.003672269350058595,32,0.5000 ± 0.0037,./results_moment_internal_parallel/REFED/lora/moment_lora_REFED_merged.pkl
REFED,EEGNet,f1_macro,F1 Score (Macro),0.31929793366372206,0.10068732286076325,32,0.3193 ± 0.1007,./results/eegnet_REFED_seed2025.pkl
REFED,GraphSleepNet,f1_macro,F1 Score (Macro),0.4771360674783085,0.05607786190251875,32,0.4771 ± 0.0561,./results/graphsleepnet_REFED_seed2025.pkl
REFED,SalientSleepNet,f1_macro,F1 Score (Macro),0.23277706572689022,0.09823501074725981,32,0.2328 ± 0.0982,./results/salientsleepnet_REFED_seed2025.pkl
REFED,MMCNN,f1_macro,F1 Score (Macro),0.48576698017137204,0.06681261868937796,32,0.4858 ± 0.0668,./results/mmcnn_REFED_seed2025.pkl
REFED,BiM-TTA,f1_macro,F1 Score (Macro),0.48446770871884703,0.048366920601581424,32,0.4845 ± 0.0484,./results/bimtta_REFED_seed2025.pkl
REFED,MOMENT-linear,f1_macro,F1 Score (Macro),0.43214931810935464,0.019529377502768796,32,0.4321 ± 0.0195,./results_moment_internal_parallel/REFED/linear/moment_linear_REFED_merged.pkl
REFED,MOMENT-full,f1_macro,F1 Score (Macro),0.44790614585422317,0.02622874405994609,32,0.4479 ± 0.0262,./results_moment_internal_parallel/REFED/full/moment_full_REFED_merged.pkl
REFED,MOMENT-LoRA,f1_macro,F1 Score (Macro),0.43763373982851206,0.019142598951792236,32,0.4376 ± 0.0191,./results_moment_internal_parallel/REFED/lora/moment_lora_REFED_merged.pkl
REFED,EEGNet,precision_macro,Precision (Macro),0.528275869216908,0.0284823318463051,32,0.5283 ± 0.0285,./results/eegnet_REFED_seed2025.pkl
REFED,GraphSleepNet,precision_macro,Precision (Macro),0.5095120769344118,0.044234155968217274,32,0.5095 ± 0.0442,./results/graphsleepnet_REFED_seed2025.pkl
REFED,SalientSleepNet,precision_macro,Precision (Macro),0.22907339891357703,0.1624552960271939,32,0.2291 ± 0.1625,./results/salientsleepnet_REFED_seed2025.pkl
REFED,MMCNN,precision_macro,Precision (Macro),0.538481011671937,0.029622402680835547,32,0.5385 ± 0.0296,./results/mmcnn_REFED_seed2025.pkl
